service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
"T0+li","1","0","1","0","0","0","0","20250806","20251213"
"T0+li#1","1","0","1","0","0","0","0","20250806","20251213"
"T0+lJ","0","0","0","1","1","0","0","20250806","20251213"
"T0+lk","1","0","0","1","0","0","0","20250806","20251213"
"T0+lK","0","0","0","0","1","0","0","20250806","20251213"
"T0+lL","0","0","0","0","1","0","0","20250806","20251213"
"T0+lM","1","0","0","0","1","0","0","20250806","20251213"
"T0+lP","0","0","0","0","1","0","0","20250806","20251213"
"T0+lq","0","1","0","1","0","0","0","20250806","20251213"
"T0+lq#1","0","1","0","1","0","0","0","20250806","20251213"
"T0+lq#2","0","1","0","1","0","0","0","20250806","20251213"
"T0+lq#3","0","1","0","1","0","0","0","20250806","20251213"
"T0+ls","0","1","0","0","1","0","0","20250806","20251213"
"T0+ls#1","0","1","0","0","1","0","0","20250806","20251213"
"T0+lu","0","0","1","1","0","0","0","20250806","20251213"
"T0+lV","1","0","0","0","0","0","0","20250806","20251213"
"T0+lW","1","1","1","1","1","0","0","20250806","20251213"
"T0+ly","0","0","0","1","1","0","0","20250806","20251213"
"T0+MAR14","1","1","1","1","1","0","0","20250806","20251213"
"T0+o8","1","1","1","1","1","0","0","20250806","20251213"
"T0+oI","1","1","1","1","1","0","0","20250806","20251213"
"T0+oJ","1","0","0","0","0","0","0","20250806","20251213"
"T0+oK","1","1","1","1","0","0","0","20250806","20251213"
"T0+oL","0","0","0","1","0","0","0","20250806","20251213"
"T0+pa","0","1","1","1","1","0","0","20250806","20251213"
"T0+pb","1","0","1","1","1","0","0","20250806","20251213"
"T0+pc","1","1","0","1","1","0","0","20250806","20251213"
"T0+pd","1","1","1","0","1","0","0","20250806","20251213"
"T0+pe","1","1","1","1","0","0","0","20250806","20251213"
"T0+pe#1","1","1","1","1","0","0","0","20250916","20251213"
"T0+pe#2","1","1","1","1","0","0","0","20250806","20251213"
"T0+pe#3","1","1","1","1","0","0","0","20250806","20251213"
"T0+pe#4","1","1","1","1","0","0","0","20250806","20251213"
"T0+pe#5","1","1","1","1","0","0","0","20250806","20251213"
"T0+pe#6","1","1","1","1","0","0","0","20250806","20251213"
"T0+pe#7","1","1","1","1","0","0","0","20250806","20251213"
"T0+pe#8","1","1","1","1","0","0","0","20250806","20251213"
"T0+pH","1","1","1","1","1","0","0","20250806","20251213"
"T0+pj","0","1","0","1","1","0","0","20250806","20251213"
"T0+pj#1","0","1","0","1","1","0","0","20250806","20251213"
"T0+pn","0","1","1","1","0","0","0","20250806","20251213"
"T0+pn#1","0","1","1","1","0","0","0","20250806","20251213"
"T0+pr","1","0","1","0","1","0","0","20250806","20251213"
"T0+px","1","1","1","1","1","0","0","20250806","20251213"
"T0+qd","1","1","1","0","1","0","0","20250806","20251213"
"T0+Sbi","1","1","1","1","1","0","0","20250806","20251213"
"T0+t10","1","1","1","1","0","0","0","20250806","20251213"
"T0+t2","0","1","0","0","0","0","0","20250806","20251213"
"T0+t2#1","0","1","0","0","0","0","0","20250806","20251213"
"T0+t4","0","0","0","1","0","0","0","20250806","20251213"
"T0+t4#1","0","0","0","1","0","0","0","20250806","20251213"
"T0+t4,01","0","0","0","1","0","0","0","20250806","20251213"
"T0+t5","0","0","0","0","1","0","0","20250806","20251213"
"T0+t5#1","0","0","0","0","1","0","0","20250806","20251213"
"T0+t5#2","0","0","0","0","1","0","0","20250806","20251213"
"T0+t5#3","0","0","0","0","1","0","0","20250806","20251213"
"T0+t5#4","0","0","0","0","1","0","0","20250806","20251213"
"T0+t5#5","0","0","0","0","1","0","0","20250806","20250928"
"T0+tc","1","1","0","1","1","0","0","20250806","20251213"
"T0+td","1","1","1","0","1","0","0","20250806","20251213"
"T0+td#1","1","1","1","0","1","0","0","20250806","20251213"
"T0+te","1","1","1","1","0","0","0","20250806","20251213"
"T0+te#1","1","1","1","1","0","0","0","20250806","20251213"
"T0+tf","0","0","0","1","1","0","0","20250913","20250921"
"T0+tf,jk","0","0","0","1","1","0","0","20250806","20251213"
"T0+tq","0","1","0","1","0","0","0","20250806","20251213"
"T0+u3","0","0","1","0","0","0","0","20250806","20251213"
"T0+u4","0","0","0","1","0","0","0","20250806","20251213"
"T0+u5","0","0","0","0","1","0","0","20250806","20251213"
"T0+uE","1","1","1","1","0","0","0","20250806","20251213"
"T0+V74","1","1","1","1","1","0","0","20250806","20251213"
"T0+V76","1","1","1","1","1","0","0","20250806","20251213"
"T0+V77","1","1","1","1","1","0","0","20250806","20251213"
"T0+V77#1","1","1","1","1","1","0","0","20250806","20251213"
"T0+V77#2","1","1","1","1","1","0","0","20250806","20250928"
"T0+V78","1","1","1","1","1","0","0","20250806","20251213"
"T0+V79","1","1","1","1","0","0","0","20250806","20251213"
"T0+wg","0","0","0","0","1","0","0","20250806","20251213"
"T0+wh","1","1","1","1","1","0","0","20250806","20251213"
"T0+wz","1","1","1","1","1","0","0","20250806","20250915"
"T0+wz#1","1","1","1","1","1","0","0","20250916","20251213"
"T0+wz,14","1","1","1","1","1","0","0","20250806","20250915"
"T0+wz,14#1","1","1","1","1","1","0","0","20250916","20251213"
"T0+wz,14#2","1","1","1","1","1","0","0","20250806","20251213"
"T0+zo","1","1","1","1","1","0","0","20250806","20251213"
"T0+zo,t5","0","0","0","0","1","0","0","20250806","20251213"
"T0+zp","1","1","1","1","1","0","0","20250806","20251213"
"T2","0","0","0","0","0","1","0","20250806","20251213"
"T2#1","0","0","0","0","0","1","0","20250806","20251026"
"T2#10","0","0","0","0","0","1","0","20250806","20251213"
"T2#100","0","0","0","0","0","1","0","20250806","20250831"
"T2#101","0","0","0","0","0","1","0","20250806","20251213"
"T2#102","0","0","0","0","0","1","0","20250806","20251205"
"T2#103","0","0","0","0","0","1","0","20251101","20251213"
"T2#104","0","0","0","0","0","1","0","20250806","20251213"
"T2#105","0","0","0","0","0","1","0","20250806","20251213"
"T2#106","0","0","0","0","0","1","0","20250806","20251213"
"T2#107","0","0","0","0","0","1","0","20250913","20250921"
"T2#108","0","0","0","0","0","1","0","20250806","20251213"
"T2#109","0","0","0","0","0","1","0","20250806","20251213"
"T2#11","0","0","0","0","0","1","0","20250806","20251213"
"T2#110","0","0","0","0","0","1","0","20250806","20251213"
"T2#111","0","0","0","0","0","1","0","20250806","20251213"
"T2#112","0","0","0","0","0","1","0","20250806","20251213"
"T2#113","0","0","0","0","0","1","0","20250806","20251213"
"T2#114","0","0","0","0","0","1","0","20250806","20251213"
"T2#115","0","0","0","0","0","1","0","20250806","20251213"
"T2#116","0","0","0","0","0","1","0","20250806","20251213"
"T2#117","0","0","0","0","0","1","0","20250806","20251213"
"T2#118","0","0","0","0","0","1","0","20250806","20251213"
"T2#119","0","0","0","0","0","1","0","20250806","20250915"
"T2#12","0","0","0","0","0","1","0","20250806","20251213"
"T2#120","0","0","0","0","0","1","0","20250806","20251213"
"T2#121","0","0","0","0","0","1","0","20250806","20251213"
"T2#122","0","0","0","0","0","1","0","20250806","20251213"
"T2#123","0","0","0","0","0","1","0","20250806","20251101"
"T2#124","0","0","0","0","0","1","0","20250806","20251213"
"T2#125","0","0","0","0","0","1","0","20250806","20251213"
"T2#126","0","0","0","0","0","1","0","20250806","20251213"
"T2#127","0","0","0","0","0","1","0","20250806","20250928"
"T2#128","0","0","0","0","0","1","0","20250806","20251213"
"T2#129","0","0","0","0","0","1","0","20250806","20251213"
"T2#13","0","0","0","0","0","1","0","20250806","20251001"
"T2#130","0","0","0","0","0","1","0","20250806","20251213"
"T2#131","0","0","0","0","0","1","0","20250806","20251031"
"T2#14","0","0","0","0","0","1","0","20250806","20251213"
"T2#15","0","0","0","0","0","1","0","20250812","20250829"
"T2#16","0","0","0","0","0","1","0","20250806","20251213"
"T2#17","0","0","0","0","0","1","0","20250806","20251213"
"T2#18","0","0","0","0","0","1","0","20250806","20251107"
"T2#19","0","0","0","0","0","1","0","20250806","20251213"
"T2#2","0","0","0","0","0","1","0","20251027","20251213"
"T2#20","0","0","0","0","0","1","0","20250806","20250915"
"T2#21","0","0","0","0","0","1","0","20250916","20251213"
"T2#22","0","0","0","0","0","1","0","20250806","20250915"
"T2#23","0","0","0","0","0","1","0","20250806","20251213"
"T2#24","0","0","0","0","0","1","0","20250829","20250914"
"T2#25","0","0","0","0","0","1","0","20250806","20251213"
"T2#26","0","0","0","0","0","1","0","20250806","20250915"
"T2#27","0","0","0","0","0","1","0","20250806","20251213"
"T2#28","0","0","0","0","0","1","0","20250806","20250915"
"T2#29","0","0","0","0","0","1","0","20250806","20250829"
"T2#3","0","0","0","0","0","1","0","20250806","20251213"
"T2#30","0","0","0","0","0","1","0","20250806","20251213"
"T2#31","0","0","0","0","0","1","0","20250916","20251026"
"T2#32","0","0","0","0","0","1","0","20250806","20251213"
"T2#33","0","0","0","0","0","1","0","20250929","20251213"
"T2#34","0","0","0","0","0","1","0","20250806","20251213"
"T2#35","0","0","0","0","0","1","0","20250806","20251213"
"T2#36","0","0","0","0","0","1","0","20250806","20250915"
"T2#37","0","0","0","0","0","1","0","20250806","20251213"
"T2#38","0","0","0","0","0","1","0","20250809","20250809"
"T2#39","0","0","0","0","0","1","0","20250806","20251213"
"T2#4","0","0","0","0","0","1","0","20250806","20250822"
"T2#40","0","0","0","0","0","1","0","20250806","20251213"
"T2#41","0","0","0","0","0","1","0","20250806","20250915"
"T2#42","0","0","0","0","0","1","0","20250806","20250828"
"T2#43","0","0","0","0","0","1","0","20250806","20251213"
"T2#44","0","0","0","0","0","1","0","20250818","20251124"
"T2#45","0","0","0","0","0","1","0","20250806","20251213"
"T2#46","0","0","0","0","0","1","0","20250806","20251213"
"T2#47","0","0","0","0","0","1","0","20250806","20250815"
"T2#48","0","0","0","0","0","1","0","20250816","20251213"
"T2#49","0","0","0","0","0","1","0","20250806","20251213"
"T2#5","0","0","0","0","0","1","0","20250825","20250912"
"T2#50","0","0","0","0","0","1","0","20250806","20250831"
"T2#51","0","0","0","0","0","1","0","20250806","20251213"
"T2#52","0","0","0","0","0","1","0","20250806","20251213"
"T2#53","0","0","0","0","0","1","0","20250812","20251031"
"T2#54","0","0","0","0","0","1","0","20250806","20251213"
"T2#55","0","0","0","0","0","1","0","20250806","20250915"
"T2#56","0","0","0","0","0","1","0","20250806","20251213"
"T2#57","0","0","0","0","0","1","0","20250806","20251213"
"T2#58","0","0","0","0","0","1","0","20250806","20251002"
"T2#59","0","0","0","0","0","1","0","20250806","20251213"
"T2#6","0","0","0","0","0","1","0","20250806","20251213"
"T2#60","0","0","0","0","0","1","0","20250806","20251213"
"T2#61","0","0","0","0","0","1","0","20250806","20251213"
"T2#62","0","0","0","0","0","1","0","20250806","20250831"
"T2#63","0","0","0","0","0","1","0","20250901","20251213"
"T2#64","0","0","0","0","0","1","0","20250806","20250915"
"T2#65","0","0","0","0","0","1","0","20250806","20251213"
"T2#66","0","0","0","0","0","1","0","20250806","20251213"
"T2#67","0","0","0","0","0","1","0","20250806","20251101"
"T2#68","0","0","0","0","0","1","0","20250806","20251213"
"T2#69","0","0","0","0","0","1","0","20250806","20251213"
"T2#7","0","0","0","0","0","1","0","20250806","20250815"
"T2#70","0","0","0","0","0","1","0","20250806","20251213"
"T2#71","0","0","0","0","0","1","0","20250806","20250831"
"T2#72","0","0","0","0","0","1","0","20250806","20251213"
"T2#73","0","0","0","0","0","1","0","20250806","20251128"
"T2#74","0","0","0","0","0","1","0","20250806","20251213"
"T2#75","0","0","0","0","0","1","0","20250806","20251128"
"T2#76","0","0","0","0","0","1","0","20250806","20251101"
"T2#77","0","0","0","0","0","1","0","20250806","20251213"
"T2#78","0","0","0","0","0","1","0","20250806","20250829"
"T2#79","0","0","0","0","0","1","0","20250806","20251213"
"T2#8","0","0","0","0","0","1","0","20250806","20251213"
"T2#80","0","0","0","0","0","1","0","20250806","20250914"
"T2#81","0","0","0","0","0","1","0","20250806","20251213"
"T2#82","0","0","0","0","0","1","0","20250806","20251213"
"T2#83","0","0","0","0","0","1","0","20250806","20250915"
"T2#84","0","0","0","0","0","1","0","20250806","20251213"
"T2#85","0","0","0","0","0","1","0","20250811","20250829"
"T2#86","0","0","0","0","0","1","0","20250806","20251213"
"T2#87","0","0","0","0","0","1","0","20250809","20251031"
"T2#88","0","0","0","0","0","1","0","20250806","20251213"
"T2#89","0","0","0","0","0","1","0","20250806","20250829"
"T2#9","0","0","0","0","0","1","0","20250806","20251213"
"T2#90","0","0","0","0","0","1","0","20250806","20251213"
"T2#91","0","0","0","0","0","1","0","20250806","20251213"
"T2#92","0","0","0","0","0","1","0","20250806","20250930"
"T2#93","0","0","0","0","0","1","0","20250806","20251213"
"T2#94","0","0","0","0","0","1","0","20250806","20251213"
"T2#95","0","0","0","0","0","1","0","20250806","20251031"
"T2#96","0","0","0","0","0","1","0","20250806","20251213"
"T2#97","0","0","0","0","0","1","0","20250806","20251213"
"T2#98","0","0","0","0","0","1","0","20250806","20251213"
"T2#99","0","0","0","0","0","1","0","20250806","20251213"
"T2+06","0","0","0","0","0","1","0","20250806","20251213"
"T2+09","0","0","0","0","0","1","0","20250806","20251213"
"T2+22","0","0","0","0","0","1","0","20250806","20251213"
"T2+3X","0","0","0","0","0","1","0","20250806","20251213"
"T2+5g","0","0","0","0","0","1","0","20250806","20251213"
"T2+5j","0","0","0","0","0","1","0","20250806","20251213"
"T2+60","0","0","0","0","0","1","0","20250806","20251213"
"T2+61","0","0","0","0","0","1","0","20250806","20251213"
"T2+63","0","0","0","0","0","1","0","20250806","20250831"
"T2+63#1","0","0","0","0","0","1","0","20250901","20251213"
"T2+63#2","0","0","0","0","0","1","0","20250806","20251213"
"T2+63#3","0","0","0","0","0","1","0","20250806","20251213"
"T2+67","0","0","0","0","0","1","0","20250913","20250921"
"T2+7a","0","0","0","0","0","1","0","20250806","20251213"
"T2+96","0","0","0","0","0","1","0","20250806","20251213"
"T2+96#1","0","0","0","0","0","1","0","20250806","20251213"
"T2+96#2","0","0","0","0","0","1","0","20250811","20250829"
"T2+96#3","0","0","0","0","0","1","0","20250806","20251213"
"T2+96#4","0","0","0","0","0","1","0","20250806","20251213"
"T2+96#5","0","0","0","0","0","1","0","20250809","20251031"
"T2+a111","0","0","0","0","0","1","0","20250806","20251213"
"T2+a1312","0","0","0","0","0","1","0","20250806","20251213"
"T2+b3110","0","0","0","0","0","1","0","20250806","20251213"
"T2+b612","0","0","0","0","0","1","0","20250806","20251213"
"T2+biE","0","0","0","0","0","1","0","20250806","20251213"
"T2+dy","0","0","0","0","0","1","0","20250806","20251213"
"T2+i0000","0","0","0","0","0","1","0","20250806","20251213"
"T2+ja","0","0","0","0","0","1","0","20250806","20251213"
"T2+ja#1","0","0","0","0","0","1","0","20250806","20251213"
"T2+ja#2","0","0","0","0","0","1","0","20250806","20251213"
"T2+ja#3","0","0","0","0","0","1","0","20250806","20251213"
"T2+ja#4","0","0","0","0","0","1","0","20250806","20251101"
"T2+ja#5","0","0","0","0","0","1","0","20250806","20251213"
"T2+jd","0","0","0","0","0","1","0","20250806","20251213"
"T2+jd#1","0","0","0","0","0","1","0","20250806","20251213"
"T2+jd#2","0","0","0","0","0","1","0","20250806","20251213"
"T2+jk","0","0","0","0","0","1","0","20250806","20251213"
"T2+ju","0","0","0","0","0","1","0","20250806","20251213"
"T2+jv","0","0","0","0","0","1","0","20250806","20251213"
"T2+lH","0","0","0","0","0","1","0","20250806","20251213"
"T2+Sbi","0","0","0","0","0","1","0","20250806","20251213"
"T2+tM","0","0","0","0","0","1","0","20250806","20251213"
"T2+wx","0","0","0","0","0","1","0","20250806","20251213"
"T2+wz","0","0","0","0","0","1","0","20250806","20250915"
"T2+wz#1","0","0","0","0","0","1","0","20250916","20251213"
"T2+wz#2","0","0","0","0","0","1","0","20250806","20251213"
"T2+xe","0","0","0","0","0","1","0","20250806","20251213"
"T2+zo","0","0","0","0","0","1","0","20250806","20251213"
"T2+zV","0","0","0","0","0","1","0","20250806","20251213"
"T3","0","0","0","0","0","0","1","20250806","20251213"
"T3#1","0","0","0","0","1","0","1","20250806","20251026"
"T3#10","0","0","0","0","0","0","1","20250806","20251213"
"T3#100","0","0","0","0","0","0","1","20250806","20251213"
"T3#101","0","0","0","0","1","1","1","20250806","20251128"
"T3#102","0","0","0","0","0","0","1","20250806","20251213"
"T3#103","0","0","0","0","0","0","1","20250806","20251213"
"T3#104","0","0","0","0","1","1","1","20250806","20251101"
"T3#105","0","0","0","0","0","0","1","20250806","20251213"
"T3#106","0","0","0","0","0","0","1","20250806","20251213"
"T3#107","0","0","0","0","0","0","1","20250806","20251213"
"T3#108","0","0","0","0","0","0","1","20250806","20250928"
"T3#109","0","0","0","0","0","0","1","20250806","20251213"
"T3#11","0","0","0","0","0","0","1","20250806","20251213"
"T3#110","0","0","0","0","0","0","1","20250806","20251213"
"T3#111","0","0","0","0","0","0","1","20250806","20251213"
"T3#112","0","0","0","0","0","0","1","20250806","20251213"
"T3#12","0","0","0","0","0","0","1","20250806","20251213"
"T3#13","0","0","0","0","0","0","1","20250806","20251001"
"T3#14","0","0","0","0","0","0","1","20250806","20251213"
"T3#15","0","0","0","0","0","0","1","20250812","20250829"
"T3#16","0","0","0","0","0","0","1","20250806","20251213"
"T3#17","0","0","0","0","0","0","1","20250806","20251213"
"T3#18","0","0","0","0","1","1","1","20250806","20251107"
"T3#19","0","0","0","0","0","0","1","20250806","20251213"
"T3#2","0","0","0","0","0","1","1","20251027","20251213"
"T3#20","0","0","0","0","0","0","1","20250806","20250915"
"T3#21","0","0","0","0","1","1","1","20250916","20251213"
"T3#22","0","0","0","0","0","0","1","20250806","20250915"
"T3#23","0","0","0","0","0","0","1","20250806","20251213"
"T3#24","0","0","0","0","0","0","1","20250829","20250914"
"T3#25","0","0","0","0","0","0","1","20250806","20251213"
"T3#26","0","0","0","0","0","0","1","20250806","20250915"
"T3#27","0","0","0","0","0","0","1","20250806","20251213"
"T3#28","0","0","0","0","0","0","1","20250806","20250915"
"T3#29","0","0","0","0","0","0","1","20250806","20250829"
"T3#3","0","0","0","0","0","0","1","20250806","20251213"
"T3#30","0","0","0","0","0","0","1","20250806","20251213"
"T3#31","0","0","0","0","1","0","1","20250916","20251026"
"T3#32","0","0","0","0","0","0","1","20250806","20251213"
"T3#33","0","0","0","0","1","1","1","20250929","20251213"
"T3#34","0","0","0","0","0","0","1","20250806","20251213"
"T3#35","0","0","0","0","0","0","1","20250806","20251213"
"T3#36","0","0","0","0","0","0","1","20250806","20250915"
"T3#37","0","0","0","0","0","0","1","20250806","20251213"
"T3#38","0","0","0","0","0","0","1","20250806","20251213"
"T3#39","0","0","0","0","0","0","1","20250806","20251213"
"T3#4","0","0","0","0","0","0","1","20250806","20250822"
"T3#40","0","0","0","0","0","0","1","20250806","20250915"
"T3#41","0","0","0","0","0","0","1","20250806","20250828"
"T3#42","0","0","0","0","0","0","1","20250806","20251213"
"T3#43","0","0","0","0","1","1","1","20250818","20251124"
"T3#44","0","0","0","0","0","0","1","20250806","20251213"
"T3#45","0","0","0","0","0","0","1","20250806","20250815"
"T3#46","0","0","0","0","0","0","1","20250816","20251213"
"T3#47","0","0","0","0","0","0","1","20250806","20251213"
"T3#48","0","0","0","0","0","0","1","20250806","20250831"
"T3#49","0","0","0","0","0","0","1","20250806","20251213"
"T3#5","0","0","0","0","0","0","1","20250825","20250912"
"T3#50","0","0","0","0","1","0","1","20250812","20251031"
"T3#51","0","0","0","0","0","0","1","20250806","20251213"
"T3#52","0","0","0","0","0","0","1","20250806","20250915"
"T3#53","0","0","0","0","0","0","1","20250806","20251213"
"T3#54","0","0","0","0","0","0","1","20250806","20251213"
"T3#55","0","0","0","0","0","0","1","20250806","20251002"
"T3#56","0","0","0","0","0","0","1","20250806","20251213"
"T3#57","0","0","0","0","0","0","1","20250806","20251213"
"T3#58","0","0","0","0","0","0","1","20250806","20251213"
"T3#59","0","0","0","0","0","0","1","20250806","20250915"
"T3#6","0","0","0","0","0","0","1","20250806","20251213"
"T3#60","0","0","0","0","0","0","1","20250806","20251213"
"T3#61","0","0","0","0","0","0","1","20250806","20251213"
"T3#62","0","0","0","0","1","1","1","20250806","20251101"
"T3#63","0","0","0","0","0","0","1","20250806","20251213"
"T3#64","0","0","0","0","1","1","1","20250806","20251101"
"T3#65","0","0","0","0","0","0","1","20250806","20251213"
"T3#66","0","0","0","0","0","0","1","20250806","20250914"
"T3#67","0","0","0","0","0","0","1","20250806","20251213"
"T3#68","0","0","0","0","0","0","1","20250806","20251213"
"T3#69","0","0","0","0","0","0","1","20250806","20250915"
"T3#7","0","0","0","0","0","0","1","20250806","20250815"
"T3#70","0","0","0","0","0","0","1","20250806","20251213"
"T3#71","0","0","0","0","0","0","1","20250811","20250829"
"T3#72","0","0","0","0","0","0","1","20250806","20251213"
"T3#73","0","0","0","0","1","0","1","20250809","20251031"
"T3#74","0","0","0","0","0","0","1","20250806","20251213"
"T3#75","0","0","0","0","0","0","1","20250806","20250829"
"T3#76","0","0","0","0","0","0","1","20250806","20251213"
"T3#77","0","0","0","0","0","0","1","20250806","20251213"
"T3#78","0","0","0","0","0","0","1","20250806","20250930"
"T3#79","0","0","0","0","0","0","1","20250806","20251213"
"T3#8","0","0","0","0","0","0","1","20250806","20251213"
"T3#80","0","0","0","0","0","0","1","20250806","20251213"
"T3#81","0","0","0","0","1","0","1","20250806","20251031"
"T3#82","0","0","0","0","0","0","1","20250806","20251213"
"T3#83","0","0","0","0","0","0","1","20250806","20251213"
"T3#84","0","0","0","0","0","0","1","20250806","20251213"
"T3#85","0","0","0","0","0","0","1","20250806","20251213"
"T3#86","0","0","0","0","0","0","1","20250806","20251205"
"T3#87","0","0","0","0","0","1","1","20251101","20251213"
"T3#88","0","0","0","0","0","0","1","20250806","20251213"
"T3#89","0","0","0","0","0","0","1","20250806","20251213"
"T3#9","0","0","0","0","0","0","1","20250810","20250810"
"T3#90","0","0","0","0","0","0","1","20250806","20251213"
"T3#91","0","0","0","0","0","0","1","20250913","20250921"
"T3#92","0","0","0","0","0","0","1","20250806","20251213"
"T3#93","0","0","0","0","0","0","1","20250806","20251213"
"T3#94","0","0","0","0","0","0","1","20250806","20250831"
"T3#95","0","0","0","0","1","1","1","20250901","20251213"
"T3#96","0","0","0","0","0","0","1","20250806","20251213"
"T3#97","0","0","0","0","0","0","1","20250806","20251213"
"T3#98","0","0","0","0","0","0","1","20250806","20251213"
"T3#99","0","0","0","0","0","0","1","20250806","20251213"
"T3+09","0","0","0","0","1","0","0","20250806","20251213"
"T3+09#1","0","0","0","0","1","0","0","20250806","20251213"
"T3+13","0","0","0","0","0","0","1","20250806","20251213"
"T3+51","0","0","0","0","0","0","1","20250806","20251213"
"T3+51#1","0","0","0","0","0","0","1","20250806","20251213"
"T3+84","0","0","0","0","1","0","0","20250806","20251213"
"T3+96","0","0","0","0","1","1","0","20250806","20251213"
"T3+96#1","0","0","0","0","1","1","0","20250806","20251213"
"T3+96#2","0","0","0","0","1","1","0","20250806","20251213"
"T3+96#3","0","0","0","0","1","1","0","20250806","20251213"
"T3+96#4","0","0","0","0","1","1","0","20250806","20251213"
"T3+96#5","0","0","0","0","1","1","0","20250806","20251213"
"T3+96#6","0","0","0","0","1","0","0","20250809","20251031"
"T3+ac","0","0","0","0","0","0","1","20250806","20251213"
"T3+aj","0","0","0","0","0","0","1","20250806","20251213"
"T3+as","0","0","0","0","0","0","1","20250806","20251213"
"T3+bX","0","0","0","0","0","0","1","20250806","20251213"
"T3+dy","0","0","0","0","0","0","1","20250806","20251213"
"T3+ja","0","0","0","0","1","1","1","20250806","20251213"
"T3+ja#1","0","0","0","0","1","1","1","20250806","20251213"
"T3+ja#2","0","0","0","0","1","1","1","20250806","20251213"
"T3+ja#3","0","0","0","0","1","1","1","20250806","20251213"
"T3+ja#4","0","0","0","0","1","1","1","20250806","20251101"
"T3+ja#5","0","0","0","0","1","1","1","20250806","20251213"
"T3+jd","0","0","0","0","0","0","1","20250806","20251213"
"T3+jd#1","0","0","0","0","0","0","1","20250806","20251213"
"T3+jd#2","0","0","0","0","0","0","1","20250806","20251213"
"T3+jk","0","0","0","0","1","0","1","20250806","20251213"
"T3+ju","0","0","0","0","0","0","1","20250806","20251213"
"T3+jv","0","0","0","0","0","0","1","20250806","20251213"
"T3+lI","0","0","0","0","0","0","1","20250806","20251213"
"T3+pJ","0","0","0","0","0","0","1","20250806","20251213"
"T3+soh","0","0","0","0","0","0","1","20250806","20251213"
"T3+sr","0","0","0","0","0","0","1","20250806","20251213"
"T3+t7","0","0","0","0","0","0","1","20250806","20251213"
"T3+tY","0","0","0","0","0","0","1","20250806","20251213"
"T3+wr","0","0","0","0","0","0","1","20250806","20251213"
"T3+wx","0","0","0","0","0","0","1","20250806","20251213"
"T3+wz","0","0","0","0","0","0","1","20250806","20250915"
"T3+wz#1","0","0","0","0","1","1","1","20250916","20251213"
"T3+wz#2","0","0","0","0","0","0","1","20250806","20251213"
"T3+wz#3","0","0","0","0","0","0","1","20250806","20250831"
"T3+wz#4","0","0","0","0","1","1","1","20250901","20251213"
"T3+xh","0","0","0","0","0","0","1","20250806","20251213"
"T3+zo","0","0","0","0","0","0","1","20250806","20251213"
"UC","0","0","0","0","1","0","1","20250806","20251213"
"UC#1","0","0","0","0","1","0","1","20250806","20251130"
"UG","1","1","1","1","1","0","0","20250806","20251213"
"UG#1","1","1","1","1","1","0","0","20250806","20251213"
"UH","1","1","1","1","1","0","0","20250806","20251213"
"UH#1","1","1","1","1","1","0","0","20250806","20251213"
"UH#2","1","1","1","1","1","0","0","20250806","20251128"
"UH#3","1","1","1","1","1","0","0","20250806","20251213"
"UH#4","1","1","1","1","1","0","0","20250806","20251130"
"UH#5","1","1","1","1","1","0","0","20250806","20251213"
"UH#6","1","1","1","1","1","0","0","20250806","20251213"
"UH#7","1","1","1","1","1","0","0","20250806","20251213"
"UH#8","1","1","1","1","1","0","0","20250806","20251213"
"UH+01","1","1","1","1","1","0","0","20250806","20251213"
"UH+01#1","1","1","1","1","1","0","0","20250806","20251213"
"UH+01#2","1","1","1","1","1","0","0","20250806","20251128"
"UH+01#3","1","1","1","1","1","0","0","20250806","20251213"
"UH+01#4","1","1","1","1","1","0","0","20250806","20251130"
"UH+01#5","1","1","1","1","1","0","0","20250806","20251213"
"UH+01#6","1","1","1","1","1","0","0","20250806","20251213"
"UH+01#7","1","1","1","1","1","0","0","20250806","20251213"
"UH+14","1","1","1","1","1","0","0","20250806","20251213"
"UH+14#1","1","1","1","1","1","0","0","20250806","20251213"
"UH+14#2","1","1","1","1","1","0","0","20250806","20251130"
"UH+14#3","1","1","1","1","1","0","0","20250806","20251213"
"UH+14#4","1","1","1","1","1","0","0","20250806","20251213"
"UH+60","1","1","1","1","1","0","0","20250806","20251213"
"UH+63","1","1","1","1","1","0","0","20250806","20251213"
"UH+63,01","1","1","1","1","1","0","0","20250806","20251213"
"UH+63,14","1","1","1","1","1","0","0","20250806","20251213"
"UH+65","1","1","1","1","1","0","0","20250806","20251213"
"UH+68","0","0","0","0","1","0","0","20250806","20251213"
"UH+72","1","1","1","1","1","0","0","20250806","20251213"
"UH+b2","1","1","1","1","0","0","0","20250806","20251213"
"UH+b4","1","1","1","1","0","0","0","20250806","20251213"
"UH+b5","0","0","0","0","1","0","0","20250806","20251213"
"UH+b7","1","1","1","1","1","0","0","20250806","20251213"
"UH+ea","1","1","1","1","1","0","0","20250806","20251213"
"UH+ea#1","1","1","1","1","1","0","0","20250806","20251213"
"UH+f8","1","1","1","1","1","0","0","20250806","20251213"
"UH+f8#1","1","1","1","1","1","0","0","20250806","20251213"
"UH+f8#2","1","1","1","1","1","0","0","20250806","20251130"
"UH+h5","1","1","1","1","1","0","0","20250806","20251213"
